branch,i,j,k,G_ijk_raw_Ry_au,qe_units,G_ijk_pmV,note,provenance
LDA@PBEsol-geometry,y,x,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,x,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,y,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,y,y,-287.316904994,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-790.178952,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,y,z,-420.403536514,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1156.193806,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,z,y,-420.403536514,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1156.193806,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,y,z,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,x,x,-420.403536473,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1156.193806,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,x,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,x,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,y,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,y,y,-420.403536514,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1156.193806,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,y,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,z,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@PBEsol-geometry,z,z,z,-377.647254087,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1038.605478,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_PBEsol_geom\artifact/ph.out
LDA@LDA-relaxed,x,x,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,x,y,253.758676075,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",697.887111,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,x,z,-395.483284743,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,y,x,253.758676075,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",697.887111,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,y,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,y,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,z,x,-395.483284743,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,z,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,x,z,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,x,x,253.758676075,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",697.887111,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,x,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,x,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,y,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,y,y,-253.758676137,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-697.887111,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,y,z,-395.483284875,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,z,y,-395.483284875,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,y,z,z,-5.8e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,x,x,-395.483284743,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,x,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,x,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,y,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,y,y,-395.483284875,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1087.65813,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,y,z,-5.8e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,z,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,z,y,-5.8e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@LDA-relaxed,z,z,z,-367.245741967,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1009.99924,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\vcrelax\artifact\clean_scf/ph.out
LDA@B0-geometry,x,x,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,x,y,361.224492105,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",993.439598,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,x,z,-393.66434448,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,y,x,361.224492105,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",993.439598,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,y,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,y,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,z,x,-393.66434448,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,z,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,x,z,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,x,x,361.224492105,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",993.439598,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,x,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,x,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,y,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,y,y,-361.224492097,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-993.439598,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,y,z,-393.664344471,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,z,y,-393.664344471,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,y,z,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,x,x,-393.66434448,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,x,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
